"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2008Q1","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","204,462",""
"2008Q1","Iceland","Passenger","Passengers carried","Total","Total transport","408,261",""
"2008Q1","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","203,799",""
"2008Q1","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","204,462",""
"2008Q1","Iceland","Flight","Passengers on board","Total","Total transport",":",""
"2008Q1","Iceland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Iceland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Iceland","Flight","Passengers carried","Total","Total transport",":",""
"2008Q1","Iceland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Iceland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q1","Norway","Passenger","Passengers on board","Total","Total transport","6,448,970",""
"2008Q1","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","4,654,048",""
"2008Q1","Norway","Passenger","Passengers on board (departures)","Total","Total transport","4,816,237",""
"2008Q1","Norway","Passenger","Passengers carried","Total","Total transport","6,224,555",""
"2008Q1","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","4,610,648",""
"2008Q1","Norway","Passenger","Passengers carried (departures)","Total","Total transport","4,787,107",""
"2008Q1","Norway","Flight","Passengers on board","Total","Total transport",":",""
"2008Q1","Norway","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Norway","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Norway","Flight","Passengers carried","Total","Total transport",":",""
"2008Q1","Norway","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Norway","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q1","Switzerland","Passenger","Passengers on board","Total","Total transport","8,819,629",""
"2008Q1","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","4,524,193",""
"2008Q1","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","4,463,425",""
"2008Q1","Switzerland","Passenger","Passengers carried","Total","Total transport","8,768,688",""
"2008Q1","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","4,496,727",""
"2008Q1","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","4,437,974",""
"2008Q1","Switzerland","Flight","Passengers on board","Total","Total transport",":",""
"2008Q1","Switzerland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Switzerland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Switzerland","Flight","Passengers carried","Total","Total transport",":",""
"2008Q1","Switzerland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Switzerland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q1","Montenegro","Passenger","Passengers on board","Total","Total transport",":",""
"2008Q1","Montenegro","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Montenegro","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Montenegro","Passenger","Passengers carried","Total","Total transport",":",""
"2008Q1","Montenegro","Passenger","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Montenegro","Passenger","Passengers carried (departures)","Total","Total transport",":",""
"2008Q1","Montenegro","Flight","Passengers on board","Total","Total transport",":",""
"2008Q1","Montenegro","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Montenegro","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Montenegro","Flight","Passengers carried","Total","Total transport",":",""
"2008Q1","Montenegro","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Montenegro","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried (departures)","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q1","Serbia","Passenger","Passengers on board","Total","Total transport",":",""
"2008Q1","Serbia","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Serbia","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Serbia","Passenger","Passengers carried","Total","Total transport",":",""
"2008Q1","Serbia","Passenger","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Serbia","Passenger","Passengers carried (departures)","Total","Total transport",":",""
"2008Q1","Serbia","Flight","Passengers on board","Total","Total transport",":",""
"2008Q1","Serbia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q1","Serbia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q1","Serbia","Flight","Passengers carried","Total","Total transport",":",""
"2008Q1","Serbia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q1","Serbia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q2","Belgium","Passenger","Passengers on board","Total","Total transport","6,032,311",""
"2008Q2","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","2,978,293",""
"2008Q2","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","3,059,180",""
"2008Q2","Belgium","Passenger","Passengers carried","Total","Total transport","5,939,398",""
"2008Q2","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","2,934,290",""
"2008Q2","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","3,009,640",""
"2008Q2","Belgium","Flight","Passengers on board","Total","Total transport",":",""
"2008Q2","Belgium","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q2","Belgium","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q2","Belgium","Flight","Passengers carried","Total","Total transport",":",""
"2008Q2","Belgium","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q2","Belgium","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q2","Bulgaria","Passenger","Passengers on board","Total","Total transport","1,636,657",""
"2008Q2","Bulgaria","Passenger","Passengers on board (arrivals)","Total","Total transport","897,322",""
"2008Q2","Bulgaria","Passenger","Passengers on board (departures)","Total","Total transport","776,417",""
"2008Q2","Bulgaria","Passenger","Passengers carried","Total","Total transport","1,629,355",""
"2008Q2","Bulgaria","Passenger","Passengers carried (arrival)","Total","Total transport","891,218",""
"2008Q2","Bulgaria","Passenger","Passengers carried (departures)","Total","Total transport","769,883",""
"2008Q2","Bulgaria","Flight","Passengers on board","Total","Total transport",":",""
"2008Q2","Bulgaria","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q2","Bulgaria","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q2","Bulgaria","Flight","Passengers carried","Total","Total transport",":",""
"2008Q2","Bulgaria","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q2","Bulgaria","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q2","Czechia","Passenger","Passengers on board","Total","Total transport","3,679,749",""
"2008Q2","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,816,136",""
"2008Q2","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","1,863,613",""
"2008Q2","Czechia","Passenger","Passengers carried","Total","Total transport","3,625,372",""
"2008Q2","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","1,788,966",""
"2008Q2","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","1,836,406",""
"2008Q2","Czechia","Flight","Passengers on board","Total","Total transport",":",""
"2008Q2","Czechia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q2","Czechia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q2","Czechia","Flight","Passengers carried","Total","Total transport",":",""
"2008Q2","Czechia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q2","Czechia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q2","Denmark","Passenger","Passengers on board","Total","Total transport","6,615,032",""
"2008Q2","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","3,518,102",""
"2008Q2","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","3,580,140",""
"2008Q2","Denmark","Passenger","Passengers carried","Total","Total transport","6,662,272",""
"2008Q2","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","3,541,900",""
"2008Q2","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","3,604,072",""
"2008Q2","Denmark","Flight","Passengers on board","Total","Total transport",":",""
"2008Q2","Denmark","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q2","Denmark","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q2","Denmark","Flight","Passengers carried","Total","Total transport",":",""
"2008Q2","Denmark","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q2","Denmark","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q2","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","44,708,475",""
"2008Q2","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","25,500,647",""
"2008Q2","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","25,931,268",""
